"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
112494;1;1;"Central";"Hombre";"Estrato 2";"Sí";"No"
112494;1;2;"Central";"Mujer";"Estrato 2";"Sí";"No"
112495;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
112495;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112495;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112495;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112495;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112496;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112497;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
112497;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112498;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112498;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112498;1;4;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
112498;1;5;"Caribe";"Mujer";"Estrato 1";"No";NA
112499;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112499;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
112500;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112500;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112501;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
112501;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112501;1;4;"Caribe";"Hombre";"Estrato 1";"No";"No"
112502;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112502;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112503;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112503;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112505;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112505;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112506;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112506;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112506;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112507;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112507;1;2;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
112520;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
112520;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
112521;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
112521;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112521;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112521;1;4;"Caribe";"Mujer";"Estrato 2";"No";"No"
112522;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
112522;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112522;1;4;"Caribe";"Mujer";"Estrato 2";NA;"No"
112523;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
112523;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112524;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112524;1;2;"Caribe";"Hombre";"Estrato 1";NA;"No"
112525;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112525;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112526;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112526;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
112527;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112527;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112527;1;3;"Caribe";"Mujer";"Estrato 1";"No";"No"
112528;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112528;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112529;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112529;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112530;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
112530;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
112530;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112531;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
112531;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112532;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112532;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112532;1;3;"Caribe";"Mujer";"Estrato 1";"No";"No"
112533;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112533;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
112533;1;8;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112533;1;9;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112534;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
112534;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
112534;1;3;"Caribe";"Hombre";"Estrato 3";"Sí";"Sí"
112534;1;4;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112534;1;6;"Caribe";"Hombre";"Estrato 3";"Sí";"Sí"
112534;1;7;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112535;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112535;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112536;1;1;"Caribe";"Mujer";"Estrato 3";"No";"No"
112536;1;2;"Caribe";"Hombre";"Estrato 3";"No";"No"
112536;1;3;"Caribe";"Mujer";"Estrato 3";"No";"No"
112537;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112537;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112537;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112537;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112537;1;6;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112538;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112538;1;2;"Caribe";"Hombre";"Estrato 3";"No";"No"
112539;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"No"
112539;1;4;"Caribe";"Mujer";"Ilegal - pirata";"Sí";"No"
112540;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
112540;1;2;"Caribe";"Mujer";"Estrato 2";NA;"No"
112540;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112541;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112541;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112541;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112541;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112542;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
112542;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112542;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112543;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
112543;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
112544;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112544;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112545;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
112545;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112545;1;3;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112545;1;4;"Caribe";"Hombre";"Estrato 3";"Sí";"Sí"
112546;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
112546;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
112547;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112547;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112547;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112548;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112548;1;2;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112548;1;3;"Caribe";"Hombre";"Estrato 3";"No";"No"
112548;1;4;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112548;1;6;"Caribe";"Mujer";"Estrato 3";"No";"No"
112549;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112549;1;2;"Caribe";"Mujer";"Estrato 3";"No";"No"
112549;1;3;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112550;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
112550;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
112550;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112550;1;4;"Caribe";"Mujer";"Estrato 1";"No";"No"
112551;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112551;1;2;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112551;1;3;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112552;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112552;1;2;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
112552;1;3;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112552;1;4;"Caribe";"Hombre";"Estrato 3";"No";"Sí"
112553;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112553;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
112553;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112553;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112554;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112554;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
112554;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112555;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
112555;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112556;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
112556;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112557;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112557;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112557;2;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112558;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
112558;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
112558;1;3;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112558;1;4;"Caribe";"Mujer";"Estrato 1";NA;NA
112558;1;5;"Caribe";"Mujer";"Estrato 1";"No";NA
112558;1;6;"Caribe";"Hombre";"Estrato 1";"No";"No"
112559;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
112559;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
112560;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112560;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112560;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112560;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112560;1;7;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112560;1;8;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112561;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
112562;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
112562;2;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112562;2;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112563;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
112563;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112564;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112565;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112566;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112566;2;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112566;2;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112566;2;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112567;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112567;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112568;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
112568;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
112568;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
112568;1;4;"Caribe";"Hombre";"Estrato 2";"No";NA
112569;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
112569;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112569;1;3;"Caribe";"Hombre";"Estrato 2";"No";"No"
112570;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112570;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112570;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112571;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
112571;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112572;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
112572;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112572;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112573;1;1;"Caribe";"Mujer";"Estrato 2";NA;"No"
112573;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112574;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112575;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
112575;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112575;1;3;"Caribe";"Mujer";"Estrato 2";"No";"No"
112576;1;1;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
112577;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112578;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112579;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
112580;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112580;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112580;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112581;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112582;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
112582;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112583;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112583;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112583;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112583;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112584;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
112584;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112584;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112585;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
112585;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112585;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112586;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
112586;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112587;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112587;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112587;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112588;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112588;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112588;1;4;"Caribe";"Mujer";"Estrato 1";"No";"No"
112588;1;5;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112589;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
112589;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112589;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
112589;1;4;"Caribe";"Hombre";"Estrato 1";"No";NA
112591;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112591;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112591;1;3;"Caribe";"Mujer";"Estrato 1";"No";"No"
112592;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112592;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112592;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112592;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112593;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112594;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112595;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112595;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112595;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112596;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
112596;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
112597;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112597;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112597;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
112597;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112597;1;6;"Caribe";"Hombre";"Estrato 2";"No";"No"
112598;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112598;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112599;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
112599;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
112599;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
112600;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112601;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112601;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112602;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112602;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112602;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112602;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112602;1;5;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112604;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
112604;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112604;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112604;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112606;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
112606;1;2;"Caribe";"Hombre";"Estrato 2";"No";NA
112606;1;4;"Caribe";"Mujer";"Estrato 2";"No";NA
112607;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112607;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112607;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112608;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112608;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112609;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112609;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112610;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112610;1;2;"Caribe";"Hombre";"Estrato 2";"No";NA
112611;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112611;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112612;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112612;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
112613;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112613;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112614;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
112615;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
112615;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
112616;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112616;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112616;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112617;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112617;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112618;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112618;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112619;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
112619;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112619;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112619;1;4;"Caribe";"Mujer";"Estrato 2";"No";NA
112620;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112620;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112621;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
112621;1;2;"Caribe";"Hombre";"Estrato 2";"No";NA
112621;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
112622;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
112622;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112623;1;1;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112623;1;2;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
112624;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
112624;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
112625;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112625;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
112625;1;5;"Caribe";"Mujer";"Estrato 2";"No";NA
112626;1;1;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
112626;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112627;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112628;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112629;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
112629;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112630;1;1;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
112630;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112631;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112632;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112633;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112633;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112634;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
112634;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112635;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
112635;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
112636;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112636;1;2;"Caribe";"Mujer";"Estrato 2";NA;"No"
112637;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112637;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112638;1;1;"Caribe";"Mujer";"Estrato 2";NA;NA
112638;1;2;"Caribe";"Hombre";"Estrato 2";NA;"No"
112638;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112638;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112639;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112639;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112640;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112640;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112640;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
112640;1;4;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112640;1;5;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112641;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
112641;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
112641;1;3;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
112642;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112642;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
112643;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112643;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
112644;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";NA
112645;1;1;"Caribe";"Hombre";"Estrato 3";"No";"No"
112645;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
112645;1;4;"Caribe";"Mujer";"Estrato 3";"Sí";NA
112646;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112647;1;1;"Caribe";"Hombre";"Estrato 1";NA;NA
112647;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
112648;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112648;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
112649;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112649;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112649;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112649;1;5;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112650;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112650;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112650;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
112651;1;1;"Caribe";"Mujer";"Estrato 2";NA;NA
112651;1;2;"Caribe";"Hombre";"Estrato 2";NA;NA
112652;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112652;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
112653;1;1;"Caribe";"Mujer";"Estrato 2";NA;"No"
112653;1;6;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112654;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112654;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
112654;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112654;1;5;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112654;1;6;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112655;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112655;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
112656;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112656;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112656;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112656;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112657;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112657;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112658;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
112658;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112659;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
112660;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
112660;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
112661;1;1;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
112661;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
112662;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
112662;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
112663;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
